line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
LI20491,T12959,P113,,1,333.03
LI20492,T10298,P299,,4,12969.72
LI20493,T05495,P489,,4,25151.84
LI20494,T15984,P074,,4,153859.64
LI20495,T08606,P112,,2,290.7
LI20496,T01620,P306,,1,4573.85
LI20497,T01777,P408,,1,14878.62
LI20498,T02600,P003,,1,44831.01
LI20499,T01011,P380,,2,10580.32
LI20500,T01959,P480,,3,5659.95
LI20501,T13509,P388,,1,2212.66
LI20502,T11188,P295,,1,121.21
LI20503,T02066,P397,,4,9432.0
LI20504,T05076,P032,,-1,-32796.7
LI20505,T07486,P335,,1,7292.28
LI20506,T09016,P328,,1,1797.97
LI20507,T02624,P164,,1,7587.98
LI20508,T17448,P493,PR94,3,11509.59
LI20509,T08619,P429,,1,40635.19
LI20510,T10280,P229,,2,10960.24
LI20511,T19069,P109,,2,9591.3
LI20512,T08785,P207,,2,5622.36
LI20513,T08714,P310,,4,7976.96
LI20514,T19310,P222,,1,1950.06
LI20515,T18434,P296,,1,1870.39
LI20516,T06055,P364,,1,167.32
LI20517,T06313,P426,PR41,1,6532.33
LI20518,T13200,P144,,2,656.62
LI20519,T09433,P317,,1,5005.44
LI20520,T18428,P092,,1,473.31
LI20521,T16860,P457,,1,2954.04
LI20522,T02700,P421,,1,5691.53
LI20523,T19466,P034,,1,4370.97
LI20524,T14384,P081,,3,4318.26
LI20525,T03685,P123,,2,4909.02
LI20526,T18249,P202,,1,17267.08
LI20527,T04232,P301,,1,9969.13
LI20528,T11654,P433,PR92,1,4922.42
LI20529,T01954,P152,,1,6866.51
LI20530,T06845,P160,,1,6189.8
LI20531,T15729,P214,PR87,2,6068.56
LI20532,T03741,P103,,1,200.95
LI20533,T07097,P267,,1,9536.02
LI20534,T15260,P421,PR20,1,5691.53
LI20535,T17814,P484,,3,1003.98
LI20536,T09736,P253,,1,3427.49
LI20537,T11922,P358,,1,2499.38
LI20538,T00450,P360,,2,63691.94
LI20539,T04242,P199,,1,5162.05
LI20540,T07996,P337,,3,23222.13
LI20541,T03989,P259,,4,12856.92
LI20542,T11361,P386,PR71,3,19841.25
LI20543,T04804,P034,,3,13112.91
LI20544,T12281,P466,,1,4207.35
LI20545,T05926,P141,PR100,3,16466.43
LI20546,T17058,P430,,2,4669.02
LI20547,T16318,P151,,1,153.0
LI20548,T08684,P455,PR18,3,422.91
LI20549,T04769,P165,,1,44638.15
LI20550,T16374,P142,,3,5408.31
LI20551,T04595,P292,,1,1640.02
LI20552,T04457,P078,,3,404.82
LI20553,T06783,P301,,2,19938.26
LI20554,T18439,P053,,4,125576.88
LI20555,T10711,P257,,1,827.92
LI20556,T06991,P464,,1,10855.71
LI20557,T10869,P380,PR79,1,5290.16
LI20558,T13903,P207,,3,8433.54
LI20559,T16936,P350,PR66,5,665.0
LI20560,T00276,P315,,1,3632.35
LI20561,T09706,P481,,3,16103.28
LI20562,T00757,P255,,4,104155.48
LI20563,T03582,P281,,1,4385.22
LI20564,T07731,P441,,1,893.17
LI20565,T07146,P180,,2,7616.88
LI20566,T01459,P292,,3,4920.06
LI20567,T07996,P466,,4,16829.4
LI20568,T08711,P348,,1,4227.6
LI20569,T06459,P436,,3,10696.05
LI20570,T12886,P295,,2,242.42
LI20571,T09961,P125,,-1,-27380.09
LI20572,T00658,P083,,1,10503.18
LI20573,T02931,P340,,1,-1063.1
LI20574,T17816,P003,,1,44831.01
LI20575,T08229,P386,,1,6613.75
LI20576,T13326,P416,,1,70.93
LI20577,T12349,P264,,1,1768.71
LI20578,T16393,P183,,1,6473.45
LI20579,T15737,P393,,2,26993.74
LI20580,T03381,P271,,1,6752.74
LI20581,T12958,P487,,2,8998.4
LI20582,T16280,P007,,2,7434.88
LI20583,T10502,P173,,1,3925.97
LI20584,T11037,P054,,2,95327.96
LI20585,T09120,P091,,2,42180.22
LI20586,T17633,P215,PR40,1,3633.44
LI20587,T19918,P157,,2,3487.18
LI20588,T18187,P088,,1,46100.92
LI20589,T16866,P033,,1,19911.29
LI20590,T00301,P500,,1,4871.97
LI20591,T00815,P177,PR39,2,237.98
LI20592,T05593,P343,,1,2672.58
LI20593,T10396,P259,,5,16071.15
LI20594,T17295,P056,PR94,1,185.4
LI20595,T07422,P466,,1,4207.35
LI20596,T16082,P401,,1,9558.63
LI20597,T08938,P183,,1,6473.45
LI20598,T18079,P082,,1,7063.28
LI20599,T04460,P354,,1,10365.4
LI20600,T17514,P439,,1,11075.59
LI20601,T04358,P077,PR06,1,3314.66
LI20602,T02813,P197,PR18,1,11384.45
LI20603,T09888,P346,,1,74.84
LI20604,T16193,P222,,1,1950.06
LI20605,T01562,P068,,1,260.38
LI20606,T08116,P226,,1,20565.33
LI20607,T11839,P340,,2,-2126.2
LI20608,T09738,P371,,2,11941.08
LI20609,T19545,P097,,5,21405.6
LI20610,T14569,P451,PR52,1,10653.26
LI20611,T11740,P104,,1,96.89
LI20612,T19881,P421,,2,11383.06
LI20613,T13035,P086,,1,7497.13
LI20614,T02668,P275,,1,38074.48
LI20615,T15301,P175,,1,13531.59
LI20616,T14879,P325,,1,-177.76
LI20617,T03237,P111,PR100,1,5315.16
LI20618,T12430,P074,,1,38464.91
LI20619,T06735,P438,,4,24785.84
LI20620,T15597,P342,,2,610.34
LI20621,T11012,P154,,1,10566.79
LI20622,T19182,P134,,1,7424.62
LI20623,T06953,P141,PR24,4,21955.24
LI20624,T13369,P154,,2,21133.58
LI20625,T17800,P166,PR74,1,8089.16
LI20626,T05103,P369,,1,3598.51
LI20627,T08708,P236,,2,3353.54
LI20628,T12143,P363,PR61,1,30070.91
LI20629,T04066,P460,,1,6597.09
LI20630,T10582,P187,,1,26486.54
LI20631,T15743,P261,,2,2432.78
LI20632,T04345,P119,,2,228.26
LI20633,T18216,P241,,1,38862.61
LI20634,T13122,P427,,1,10986.9
LI20635,T08298,P078,,1,134.94
LI20636,T18996,P336,,2,10308.72
LI20637,T09304,P242,PR89,1,2180.78
LI20638,T08319,P451,,1,10653.26
LI20639,T13844,P250,,1,46.99
LI20640,T18518,P318,,2,-45.98
LI20641,T11018,P434,,2,16177.08
LI20642,T00466,P009,,1,3805.36
LI20643,T06674,P187,,1,26486.54
LI20644,T11252,P369,,1,3598.51
LI20645,T01548,P214,,1,606.86
LI20646,T14632,P322,,1,6912.37
LI20647,T08695,P389,,1,46.49
LI20648,T01033,P336,,1,5154.36
LI20649,T06203,P144,PR20,1,328.31
LI20650,T05042,P380,PR19,1,5290.16
LI20651,T08053,P103,,-2,-401.9
LI20652,T09698,P124,,1,11236.13
LI20653,T03925,P387,,1,248.8
LI20654,T16106,P448,,2,64963.44
LI20655,T14875,P499,,3,3007.77
LI20656,T05703,P372,,1,4584.12
LI20657,T05290,P497,,2,6382.04
LI20658,T14398,P137,,2,4070.86
LI20659,T12647,P038,,1,1502.5
LI20660,T08442,P067,,1,2855.54
LI20661,T09648,P275,,1,38074.48
LI20662,T01013,P430,,1,2334.51
LI20663,T11427,P500,,2,9743.94
LI20664,T11395,P408,,1,14878.62
LI20665,T10278,P097,,1,4281.12
LI20666,T17164,P032,,1,32796.7
LI20667,T11561,P053,,2,62788.44
LI20668,T12830,P425,,1,965.46
LI20669,T11112,P366,,1,2097.03
LI20670,T06214,P306,PR85,3,13721.55
LI20671,T09960,P055,,2,7140.2
LI20672,T14557,P036,,1,5406.73
LI20673,T16480,P498,,2,16398.22
LI20674,T11299,P035,,1,3048.28
LI20675,T09523,P237,,1,218.47
LI20676,T17590,P356,,1,2486.26
LI20677,T10578,P455,,2,281.94
LI20678,T15012,P210,,1,7050.44
LI20679,T18591,P423,,2,13570.64
LI20680,T09299,P400,,1,1174.83
LI20681,T15873,P109,,4,19182.6
LI20682,T06063,P056,,1,185.4
LI20683,T03956,P245,,1,5693.04
LI20684,T13794,P156,,1,2868.77
LI20685,T05235,P410,,1,238.84
LI20686,T03931,P150,,3,4723.74
LI20687,T16657,P169,PR70,1,181.95
LI20688,T19176,P292,,2,3280.04
LI20689,T00325,P477,,1,7813.55
LI20690,T08040,P446,,2,7091.02
LI20691,T00427,P342,,1,305.17
LI20692,T19089,P016,,1,2134.75
LI20693,T08918,P288,,1,2157.64
LI20694,T00013,P442,,1,7927.24
LI20695,T00029,P232,,3,375.57
LI20696,T02151,P464,,3,65134.26
LI20697,T05768,P416,,1,70.93
LI20698,T06210,P134,,2,14849.24
LI20699,T17868,P485,,2,4561.26
LI20700,T05552,P341,PR33,1,7697.22
LI20701,T13101,P344,,1,35155.9
LI20702,T06800,P315,,4,14529.4
LI20703,T15439,P149,,1,144.66
LI20704,T16114,P304,,1,6129.81
LI20705,T00314,P159,,1,21878.22
LI20706,T08994,P165,,1,44638.15
LI20707,T06453,P123,,1,2454.51
LI20708,T01195,P036,,1,5406.73
LI20709,T12581,P457,,1,2954.04
LI20710,T05327,P070,,5,27908.25
LI20711,T08091,P176,,1,4531.65
LI20712,T09429,P099,,1,10655.68
LI20713,T10735,P199,,1,5162.05
LI20714,T17797,P077,,1,3314.66
LI20715,T06861,P493,PR69,4,15346.12
LI20716,T08425,P150,,2,2099.44
LI20717,T12789,P308,PR66,1,135.99
LI20718,T11008,P201,,1,321.85
LI20719,T03236,P417,,1,14435.33
LI20720,T17272,P030,,3,765.75
LI20721,T14997,P045,PR70,2,3437.98
LI20722,T19468,P201,,1,321.85
LI20723,T11870,P475,PR19,1,391.11
LI20724,T13198,P371,,1,5970.54
LI20725,T01106,P242,,3,6542.34
LI20726,T04696,P042,,1,1820.82
LI20727,T10076,P126,,2,5394.36
LI20728,T02813,P098,,1,2821.76
LI20729,T08551,P457,,1,2954.04
LI20730,T16089,P359,,1,7697.08
LI20731,T05029,P313,,2,17057.18
LI20732,T17918,P448,PR58,1,32481.72
LI20733,T12175,P456,,4,5024.84
LI20734,T10601,P313,,2,17057.18
LI20735,T02807,P348,,1,4227.6
LI20736,T04882,P061,,1,2096.3
LI20737,T19253,P432,,1,10338.23
LI20738,T07448,P497,,1,3191.02
LI20739,T16090,P495,,1,2530.55
LI20740,T13419,P141,,1,5488.81
LI20741,T12984,P061,,2,4192.6
LI20742,T02186,P273,,1,5186.18
LI20743,T07770,P168,,3,143.52
LI20744,T00429,P490,,1,4660.67
LI20745,T13305,P036,,1,5406.73
LI20746,T08358,P012,,1,7542.57
LI20747,T00666,P119,,2,228.26
LI20748,T00673,P018,,1,8436.17
LI20749,T06262,P248,,2,17345.22
LI20750,T09263,P193,,2,376.2
LI20751,T11385,P023,,1,14512.44
LI20752,T14267,P086,PR71,3,22491.39
LI20753,T07964,P483,,2,7190.26
LI20754,T10460,P293,,1,42311.68
LI20755,T16615,P402,,1,11091.6
LI20756,T14466,P034,,1,4370.97
LI20757,T15840,P168,,1,47.84
LI20758,T08278,P152,,1,6866.51
LI20759,T06304,P147,,3,22480.02
LI20760,T10460,P434,,1,8088.54
LI20761,T03712,P375,,1,8115.74
LI20762,T15241,P197,,4,45537.8
LI20763,T05974,P226,,2,41130.66
LI20764,T13584,P039,,1,1738.82
LI20765,T16818,P469,,1,4753.95
LI20766,T19728,P446,PR30,1,3545.51
LI20767,T06615,P153,,1,7133.08
LI20768,T07943,P098,,1,2821.76
LI20769,T18813,P097,,1,4281.12
LI20770,T04251,P074,PR47,5,192324.55
LI20771,T16417,P050,PR95,2,13321.54
LI20772,T15628,P398,,1,33587.21
LI20773,T02946,P481,,3,16103.28
LI20774,T14541,P341,,2,15394.44
LI20775,T11195,P127,,3,12575.34
LI20776,T19886,P075,,1,11961.56
LI20777,T07877,P317,,2,10010.88
LI20778,T04377,P134,,1,7424.62
LI20779,T06097,P314,,1,963.93
LI20780,T03027,P349,,1,8339.56
LI20781,T05523,P168,PR38,2,95.68
LI20782,T09131,P341,,3,23091.66
LI20783,T03844,P499,,2,2005.18
LI20784,T05996,P276,,2,9983.56
LI20785,T19243,P049,,1,6737.37
LI20786,T15342,P023,,1,14512.44
LI20787,T09253,P468,,1,4592.19
LI20788,T05042,P165,,1,44638.15
LI20789,T09615,P099,,2,21311.36
LI20790,T09569,P363,,2,60141.82
LI20791,T05697,P031,,1,5037.57
LI20792,T03599,P419,PR93,3,149.22
LI20793,T17967,P299,,2,6484.86
LI20794,T08846,P375,,2,16231.48
LI20795,T02708,P208,,1,3428.47
LI20796,T07998,P478,,1,2071.44
LI20797,T19165,P126,,2,5394.36
LI20798,T01434,P238,,1,4947.85
LI20799,T10399,P415,,1,107.44
LI20800,T06960,P186,,3,4543.2
LI20801,T19413,P147,PR37,3,22480.02
LI20802,T00199,P456,,1,1256.21
LI20803,T14562,P142,,1,1802.77
LI20804,T16014,P285,,1,13797.39
LI20805,T15874,P497,PR42,1,3191.02
LI20806,T00285,P003,,1,44831.01
LI20807,T19401,P215,,1,3633.44
LI20808,T19243,P486,,1,10430.52
LI20809,T04877,P351,,1,1618.9
LI20810,T12691,P057,,1,4716.64
LI20811,T14389,P304,,1,6129.81
LI20812,T09413,P474,,1,1972.23
LI20813,T16442,P162,PR73,2,544.18
LI20814,T10080,P236,,1,1676.77
LI20815,T00312,P400,,1,2349.66
LI20816,T10252,P324,,1,95.59
LI20817,T07459,P086,,-3,-22491.39
LI20818,T03392,P386,,1,6613.75
LI20819,T08732,P315,,1,3632.35
LI20820,T11621,P352,,4,4702.44
LI20821,T04952,P072,PR22,3,28900.38
LI20822,T12150,P039,,1,1738.82
LI20823,T00009,P359,,1,7697.08
LI20824,T01616,P199,,1,5162.05
LI20825,T07424,P176,,1,4531.65
LI20826,T08859,P444,PR71,2,10288.4
LI20827,T09873,P346,,3,224.52
LI20828,T18066,P201,PR69,1,321.85
LI20829,T02873,P248,,1,8672.61
LI20830,T00537,P475,,2,782.22
LI20831,T10883,P089,,2,2843.52
LI20832,T08651,P339,,1,4912.26
LI20833,T14512,P205,,1,206.79
LI20834,T12398,P016,PR51,1,2134.75
LI20835,T02701,P355,,2,3485.62
LI20836,T15222,P014,,1,34372.76
LI20837,T04130,P475,,1,391.11
LI20838,T13681,P126,,1,2697.18
LI20839,T03611,P325,,4,-711.04
LI20840,T14204,P228,,2,5978.08
LI20841,T07293,P014,,1,34372.76
LI20842,T15248,P399,,3,22835.34
LI20843,T18963,P263,,5,37340.15
LI20844,T02071,P285,,3,41392.17
LI20845,T07989,P431,,1,134.74
LI20846,T06854,P102,,4,19367.64
LI20847,T11555,P046,,1,41040.81
LI20848,T15228,P134,,4,29698.48
LI20849,T03280,P197,,2,22768.9
LI20850,T17372,P189,,4,277.44
LI20851,T11133,P219,,1,13903.58
LI20852,T18862,P289,,2,54110.88
LI20853,T04794,P450,,1,11297.79
LI20854,T15138,P394,,1,367.38
LI20855,T12918,P106,,1,12345.38
LI20856,T12190,P210,,1,7050.44
LI20857,T17233,P228,,1,2989.04
LI20858,T14386,P366,,1,2097.03
LI20859,T07250,P260,,3,12442.92
LI20860,T03818,P012,,1,7542.57
LI20861,T16366,P367,,1,222.77
LI20862,T17454,P302,,3,27539.34
LI20863,T10906,P331,,1,2522.0
LI20864,T08164,P033,,1,19911.29
LI20865,T14968,P285,,1,13797.39
LI20866,T10383,P269,,1,4512.79
LI20867,T00618,P263,,1,7468.03
LI20868,T04133,P413,PR64,1,1370.79
LI20869,T17137,P499,,1,1002.59
LI20870,T13330,P458,,3,146932.47
LI20871,T03041,P046,,2,82081.62
LI20872,T12715,P302,PR78,1,9179.78
LI20873,T14473,P125,,1,27380.09
LI20874,T12210,P432,,2,20676.46
LI20875,T19320,P449,,1,4584.32
LI20876,T08338,P383,,1,3254.89
LI20877,T05403,P385,,1,36654.83
LI20878,T02827,P497,,1,3191.02
LI20879,T04827,P210,,3,21151.32
LI20880,T12368,P174,,1,284.26
LI20881,T19708,P393,,1,13496.87
LI20882,T05838,P420,,1,-1709.4
LI20883,T15107,P257,,1,827.92
LI20884,T01417,P135,,1,8832.84
LI20885,T16750,P350,,1,133.0
LI20886,T18688,P269,,1,4512.79
LI20887,T05063,P356,,4,9945.04
LI20888,T11716,P148,,2,25307.64
LI20889,T15490,P036,,1,5406.73
LI20890,T18662,P195,,1,302.63
LI20891,T17510,P290,,1,4136.46
LI20892,T11405,P171,,4,39963.04
LI20893,T08628,P221,,2,1357.64
LI20894,T16567,P118,PR26,5,81221.15
LI20895,T19488,P474,,1,1972.23
LI20896,T05188,P053,,3,94182.66
LI20897,T07767,P055,,5,17850.5
LI20898,T08148,P024,,1,7390.18
LI20899,T12471,P393,,1,13496.87
LI20900,T06840,P417,,1,14435.33
LI20901,T01457,P218,,2,13169.36
LI20902,T16150,P146,,4,189641.48
LI20903,T16823,P440,,2,51426.16
LI20904,T10753,P342,,2,610.34
LI20905,T15541,P052,,2,18744.88
LI20906,T11943,P444,,1,5144.2
LI20907,T01496,P315,,1,3632.35
LI20908,T12333,P056,,1,185.4
LI20909,T18470,P118,,1,16244.23
LI20910,T19029,P187,,1,26486.54
LI20911,T01592,P153,,1,7133.08
LI20912,T11731,P324,PR95,2,191.18
LI20913,T01190,P100,PR64,4,10800.12
LI20914,T19510,P266,,2,3002.56
LI20915,T07622,P431,,1,134.74
LI20916,T10566,P369,,1,3598.51
LI20917,T15520,P309,,1,4112.22
LI20918,T01016,P461,,1,6922.84
LI20919,T19815,P474,,1,1972.23
LI20920,T08671,P037,,5,24352.15
LI20921,T00540,P227,,1,10522.3
LI20922,T06228,P421,PR12,1,5691.53
LI20923,T03675,P260,,1,4147.64
LI20924,T01851,P221,,2,1357.64
LI20925,T17281,P086,,2,14994.26
LI20926,T15526,P318,,1,-22.99
LI20927,T13085,P256,PR44,3,308.82
LI20928,T09779,P461,,1,6922.84
LI20929,T02006,P273,PR02,4,20744.72
LI20930,T02054,P271,,1,6752.74
LI20931,T00130,P353,,1,504.72
LI20932,T03864,P063,,1,2577.67
LI20933,T12561,P427,,1,10986.9
LI20934,T00153,P384,,1,5966.88
LI20935,T01775,P409,,1,3188.92
LI20936,T13396,P377,,1,3297.16
LI20937,T09198,P179,,1,3939.45
LI20938,T08690,P397,PR62,1,2358.0
LI20939,T09620,P412,,1,1633.12
LI20940,T19590,P073,,1,9287.25
LI20941,T07462,P320,,1,14976.58
LI20942,T04268,P014,,1,34372.76
LI20943,T08586,P488,,1,7874.9
LI20944,T18608,P111,,1,5315.16
LI20945,T04007,P473,,2,21865.82
LI20946,T06626,P353,,1,504.72
LI20947,T11232,P233,,1,5628.44
LI20948,T10187,P044,,4,98924.64
LI20949,T13884,P078,,2,269.88
LI20950,T18473,P264,,2,3537.42
LI20951,T08822,P246,,1,8300.93
LI20952,T18762,P355,,5,8714.05
LI20953,T03207,P253,,1,3427.49
LI20954,T05594,P345,,1,44848.33
LI20955,T02098,P450,,2,22595.58
LI20956,T11994,P169,,4,727.8
LI20957,T09681,P172,,1,-7002.98
LI20958,T09240,P346,PR13,1,74.84
LI20959,T06214,P329,,1,3940.93
LI20960,T02970,P053,,1,31394.22
LI20961,T13790,P359,PR16,2,15394.16
LI20962,T17093,P265,,1,5499.63
LI20963,T14661,P019,PR04,1,231.4
LI20964,T02831,P339,,2,9824.52
LI20965,T12127,P422,,4,46175.92
LI20966,T11388,P355,,2,3485.62
LI20967,T11835,P122,,2,7126.98
LI20968,T05090,P015,,-1,-3379.46
LI20969,T19184,P301,,2,19938.26
LI20970,T09186,P492,,1,687.95
LI20971,T00395,P375,,1,8115.74
LI20972,T19871,P080,,1,2720.03
LI20973,T03779,P331,,1,2522.0
LI20974,T18978,P396,,2,89.54
LI20975,T13961,P097,,1,4281.12
LI20976,T19936,P357,,5,51990.75
LI20977,T04481,P337,,1,7740.71
LI20978,T17753,P467,,1,1396.2
LI20979,T19332,P172,,3,-21008.94
LI20980,T02576,P018,,1,8436.17
LI20981,T19575,P280,,1,14516.32
LI20982,T07181,P189,,1,69.36
LI20983,T15906,P007,,3,11152.32
LI20984,T09516,P186,,1,1514.4
LI20985,T05581,P080,,2,5440.06
LI20986,T00990,P290,,1,4136.46
LI20987,T16462,P356,,4,9945.04
LI20988,T15902,P439,,1,11075.59
LI20989,T17242,P074,,1,38464.91
LI20990,T18334,P082,,1,7063.28
LI20991,T17021,P477,,1,7813.55
LI20992,T01442,P239,,2,6245.34
LI20993,T01487,P429,,2,81270.38
LI20994,T03571,P158,,3,24289.86
LI20995,T19045,P426,,1,6532.33
LI20996,T16404,P193,,1,188.1
LI20997,T11733,P259,,1,3214.23
LI20998,T08129,P335,,1,7292.28
LI20999,T16471,P148,,2,25307.64
LI21000,T17853,P038,,2,3005.0
LI21001,T12204,P250,,2,93.98
LI21002,T07321,P459,,1,3612.53
LI21003,T17883,P270,PR07,2,302.96
LI21004,T09882,P161,PR43,1,5566.25
LI21005,T15158,P418,PR68,2,14832.06
LI21006,T02781,P415,,2,214.88
LI21007,T00793,P389,,3,139.47
LI21008,T08042,P175,,3,40594.77
LI21009,T15559,P167,,1,9718.05
LI21010,T05662,P272,,1,10829.75
LI21011,T10023,P409,,1,3188.92
LI21012,T16536,P459,,4,14450.12
LI21013,T01226,P368,,3,25047.54
LI21014,T19913,P259,,2,6428.46
LI21015,T12091,P331,,1,2522.0
LI21016,T16518,P037,,1,4870.43
LI21017,T03297,P239,,2,6245.34
LI21018,T15388,P016,PR73,1,2134.75
LI21019,T16847,P286,,5,1469.9
LI21020,T03713,P249,,2,510.36
LI21021,T08039,P207,PR78,1,2811.18
LI21022,T17658,P259,,1,3214.23
LI21023,T08233,P280,,1,14516.32
LI21024,T07943,P045,,1,1718.99
LI21025,T04386,P067,PR23,1,2855.54
LI21026,T18142,P016,,1,2134.75
LI21027,T14958,P146,,3,142231.11
LI21028,T11907,P197,,3,34153.35
LI21029,T04177,P258,,2,99412.36
LI21030,T08704,P490,,3,13982.01
LI21031,T09491,P071,,1,8189.43
LI21032,T10837,P009,,1,3805.36
LI21033,T19116,P426,PR06,1,6532.33
LI21034,T06908,P364,,2,334.64
LI21035,T11400,P030,,3,765.75
LI21036,T07639,P191,PR23,3,7588.65
LI21037,T12583,P467,,1,1396.2
LI21038,T05308,P219,PR48,1,9269.05
LI21039,T08371,P045,,1,1718.99
LI21040,T04455,P454,,4,24022.64
LI21041,T16623,P232,PR19,1,125.19
LI21042,T07134,P220,,1,1135.19
LI21043,T19751,P297,,1,2770.74
LI21044,T05079,P477,,2,15627.1
LI21045,T14557,P426,,5,32661.65
LI21046,T09490,P169,PR21,1,181.95
LI21047,T13779,P334,,1,1892.03
LI21048,T14772,P417,,1,14435.33
LI21049,T14648,P476,,1,4750.73
LI21050,T04161,P391,PR59,1,14304.81
LI21051,T16029,P053,,2,313942.2
LI21052,T18766,P314,,1,963.93
LI21053,T08087,P046,,2,82081.62
LI21054,T16396,P162,,1,272.09
LI21055,T14086,P377,,3,9891.48
LI21056,T11377,P138,,5,953.5
LI21057,T03313,P336,,4,20617.44
LI21058,T11582,P399,,5,38058.9
LI21059,T19530,P457,,1,2954.04
LI21060,T16195,P157,,1,1743.59
LI21061,T00790,P186,,2,3028.8
LI21062,T18639,P137,,1,2035.43
LI21063,T09071,P257,,1,827.92
LI21064,T00289,P485,,2,4561.26
LI21065,T02062,P041,,2,7767.86
LI21066,T08694,P231,,3,104919.39
LI21067,T00277,P352,,4,4702.44
LI21068,T12155,P111,,1,5315.16
LI21069,T09841,P335,,1,7292.28
LI21070,T16421,P288,PR30,2,4315.28
LI21071,T13804,P002,,1,22830.7
LI21072,T09483,P397,,3,7074.0
LI21073,T14945,P305,,3,16360.89
LI21074,T18172,P231,,1,34973.13
LI21075,T06786,P389,,1,46.49
LI21076,T17030,P282,,1,45.15
LI21077,T02946,P044,PR77,1,49462.32
LI21078,T14186,P499,,1,1002.59
LI21079,T16981,P459,,1,3612.53
LI21080,T11266,P125,,2,54760.18
LI21081,T18212,P040,,3,34579.5
LI21082,T18010,P182,,4,14480.6
LI21083,T03500,P337,,1,7740.71
LI21084,T17056,P205,,1,206.79
LI21085,T07714,P285,,1,13797.39
LI21086,T03956,P343,,1,2672.58
LI21087,T19141,P126,,1,2697.18
LI21088,T14360,P121,PR70,4,1622.08
LI21089,T08518,P278,,1,31002.85
LI21090,T05656,P375,,-5,-40578.7
LI21091,T16145,P357,,1,10398.15
LI21092,T02625,P387,,1,248.8
LI21093,T13614,P121,,-1,-405.52
LI21094,T02135,P014,,4,137491.04
LI21095,T08767,P279,,1,3199.23
LI21096,T19904,P332,,3,15827.55
LI21097,T07349,P427,,1,10986.9
LI21098,T04863,P129,PR37,1,10508.48
LI21099,T12654,P299,,1,3242.43
LI21100,T08662,P221,PR43,2,1357.64
LI21101,T00894,P059,,1,92.74
LI21102,T18810,P476,,2,9501.46
LI21103,T14936,P340,,1,-1063.1
LI21104,T06149,P345,,4,179393.32
LI21105,T02288,P098,,1,2821.76
LI21106,T10623,P004,,1,258.89
LI21107,T00091,P376,,3,946.44
LI21108,T03438,P247,,2,57518.48
LI21109,T16036,P063,,1,2577.67
LI21110,T05130,P442,,1,7927.24
LI21111,T09469,P031,,1,5037.57
LI21112,T12742,P498,,1,8199.11
LI21113,T06419,P492,,1,137.59
LI21114,T15504,P072,,2,19266.92
LI21115,T01017,P257,,2,1655.84
LI21116,T06376,P254,,1,1547.48
LI21117,T14060,P055,,1,3570.1
LI21118,T18419,P103,,2,401.9
LI21119,T00571,P055,,4,14280.4
LI21120,T01508,P468,,1,4592.19
LI21121,T07830,P204,,2,10053.48
LI21122,T11550,P360,,1,31845.97
LI21123,T01416,P185,,3,11024.76
LI21124,T05672,P098,,1,2821.76
LI21125,T11301,P159,,4,87512.88
LI21126,T10024,P242,,4,8723.12
LI21127,T01835,P061,,1,2096.3
LI21128,T00360,P251,,1,3966.87
LI21129,T07075,P173,,1,3925.97
LI21130,T18693,P249,,2,510.36
LI21131,T14665,P307,,4,8420.56
LI21132,T13228,P461,,1,6922.84
LI21133,T02649,P146,,1,47410.37
LI21134,T07420,P092,,1,473.31
LI21135,T08619,P325,,2,-355.52
LI21136,T18558,P058,,3,28900.14
LI21137,T16009,P136,,2,7732.94
LI21138,T16561,P289,,2,54110.88
LI21139,T12452,P165,,3,133914.45
LI21140,T17763,P078,,4,539.76
LI21141,T15034,P360,,1,31845.97
LI21142,T14291,P260,,1,4147.64
LI21143,T08743,P086,,1,7497.13
LI21144,T10493,P478,PR68,1,2071.44
LI21145,T01932,P006,,1,288.27
LI21146,T00429,P439,,1,11075.59
LI21147,T13066,P065,,1,72.6
LI21148,T04177,P287,,3,64466.07
LI21149,T01718,P016,,1,2134.75
LI21150,T07163,P119,,1,114.13
LI21151,T19696,P431,,1,134.74
LI21152,T00810,P423,,4,27141.28
LI21153,T16262,P081,PR22,1,1439.42
LI21154,T02470,P410,,1,238.84
LI21155,T04031,P489,,1,6287.96
LI21156,T13304,P117,,1,35483.32
LI21157,T12535,P336,,1,5154.36
LI21158,T03817,P417,,3,43305.99
LI21159,T07858,P315,,1,3632.35
LI21160,T05238,P412,,2,3266.24
LI21161,T06801,P211,,1,14782.41
LI21162,T14462,P056,,4,741.6
LI21163,T06804,P006,PR25,1,288.27
LI21164,T12061,P195,,1,302.63
LI21165,T18129,P305,,1,5453.63
LI21166,T15898,P434,,1,8088.54
LI21167,T17898,P233,,2,11256.88
LI21168,T06843,P469,,1,4753.95
LI21169,T03187,P280,,2,29032.64
LI21170,T00596,P382,,4,286.2
LI21171,T02841,P168,,1,47.84
LI21172,T05064,P482,,1,4853.05
LI21173,T06851,P360,,1,31845.97
LI21174,T12370,P360,,1,31845.97
LI21175,T19321,P148,,5,63269.1
LI21176,T02103,P440,PR65,3,77139.24
LI21177,T01921,P446,,3,10636.53
LI21178,T13318,P049,PR32,1,6737.37
LI21179,T05655,P286,,3,881.94
LI21180,T12101,P245,,1,5693.04
LI21181,T12209,P279,,2,6398.46
